order_id,customer_id,order_date,category,quantity,unit_price,channel,revenue
10107,245,2024-10-22,books,2,13.53,web,27.06
10108,362,2024-10-06,home,3,21.4,app,64.2
10109,57,2023-12-02,electronics,1,6.69,app,6.69
10110,206,2024-01-30,clothing,3,21.46,store,64.38
10111,358,2023-04-16,home,4,8.48,app,33.92
10112,162,2023-09-17,books,2,11.03,web,
10113,365,2024-06-05,books,1,12.15,app,12.15
10114,231,2024-07-20,clothing,2,12.16,store,24.32
10115,166,2023-10-29,home,4,17.84,web,71.36
10116,915,2024-11-07,home,5,15.5,store,77.5
10117,67,2023-07-29,books,4,14.22,app,56.88
10118,144,2024-06-06,books,5,18.13,web,90.65
10119,91,2024-05-14,books,1,7.96,web,7.96
10120,909,2024-03-23,electronics,4,2.93,app,11.72
10121,62,2023-09-22,electronics,5,16.33,store,81.65
10122,50,2024-06-12,home,5,9.49,web,47.45
10123,109,2023-07-02,books,5,23.66,store,118.3
10124,251,2024-09-03,electronics,3,10.57,web,31.71
10125,110,2024-03-28,electronics,5,3.6,app,18.0
10126,135,2023-11-15,toys,3,14.94,app,44.82
10127,221,2023-10-04,electronics,2,38.14,web,76.28
10128,263,2023-04-29,clothing,5,21.12,web,105.6
10129,240,2023-03-09,home,4,5.28,web,21.12
10130,254,2023-09-08,clothing,4,9.97,web,39.88
10131,277,2023-07-09,books,3,11.05,web,33.15
10132,362,2024-05-27,clothing,5,14.19,app,70.95
10133,279,2023-12-13,books,2,10.28,app,20.56
10134,298,2023-05-19,books,4,4.04,web,16.16
10135,164,2024-03-09,home,3,14.73,web,44.19
10136,390,2024-04-20,clothing,2,51.72,app,103.44
10137,334,2024-01-07,clothing,4,9.75,store,39.0
10138,241,2024-05-03,clothing,1,6.08,app,6.08
10139,185,2024-11-05,clothing,1,51.4,web,51.4
10140,8,2024-03-25,toys,4,76.46,web,305.84
10141,912,2023-09-28,home,3,11.87,app,35.61
10142,59,2024-04-14,clothing,1,19.89,app,19.89
10143,210,2024-09-30,books,5,19.62,web,98.1
10144,141,2024-04-24,clothing,5,33.48,app,167.4
10145,135,2024-01-02,books,4,6.73,web,26.92
10146,173,2023-04-22,clothing,2,16.06,web,32.12
10147,237,2024-05-22,clothing,5,6.88,app,34.4
10148,5,2024-08-02,books,2,21.68,web,43.36
10149,64,2024-02-14,home,1,55.17,web,55.17
10150,253,2024-04-18,books,4,21.47,app,85.88
10151,305,2023-04-18,home,3,8.33,web,24.99
10152,279,2024-12-08,electronics,2,36.47,web,72.94
10153,914,2023-11-23,home,4,10.09,web,40.36
10154,20,2024-10-10,clothing,2,24.02,app,48.04
10155,213,2024-05-18,books,2,8.84,store,17.68
10156,173,2024-06-19,electronics,1,5.68,app,5.68
10157,83,2023-08-13,home,1,8.95,store,8.95
10158,368,2023-08-03,electronics,1,1.89,store,1.89
10159,60,2023-09-20,electronics,1,6.91,store,6.91
10160,209,2023-08-08,home,1,91.2,web,91.2
10161,80,2024-06-05,clothing,3,1.72,app,5.16
10162,180,2023-05-19,home,2,4.68,app,9.36
10163,326,2024-06-28,toys,1,66.24,web,66.24
10164,289,2023-05-15,books,1,7.63,web,7.63
10165,289,2024-02-11,home,1,11.91,store,11.91
10166,89,2023-08-24,electronics,4,16.24,web,64.96
10167,10,2024-06-30,toys,5,4.4,app,22.0
10168,297,2023-08-20,clothing,2,37.9,web,75.8
10169,44,2024-09-12,toys,5,14.93,web,74.65
10170,161,2024-10-05,clothing,4,9.9,web,39.6
10171,349,2024-01-23,clothing,4,35.0,app,140.0
10172,169,2023-02-17,toys,2,5.67,web,11.34
10173,192,2024-06-01,books,3,16.96,app,50.88
10174,396,2024-05-24,books,3,7.3,app,21.9
10175,375,2023-02-09,home,3,6.02,web,18.06
10176,38,2024-03-01,toys,4,81.62,web,326.48
10177,358,2023-02-21,clothing,3,18.19,app,54.57
10178,204,2023-07-24,books,3,35.1,app,
10179,330,2024-03-28,electronics,4,10.85,app,43.4
10180,146,2023-12-22,clothing,2,7.22,app,14.44
10181,395,2024-04-21,home,4,1.36,app,5.44
10182,329,2023-11-19,electronics,4,12.76,store,51.04
10183,186,2023-08-25,books,1,4.36,web,4.36
10184,149,2023-03-21,electronics,4,17.74,web,70.96
10185,88,2024-04-08,books,2,5.85,web,11.7
10186,114,2024-02-15,clothing,4,23.91,web,95.64
10187,183,2023-04-13,electronics,4,85.36,web,341.44
10188,147,2023-04-22,clothing,2,157.72,store,315.44
10189,266,2024-07-23,electronics,3,21.25,app,63.75
10190,263,2024-09-01,home,3,16.3,app,48.9
10191,80,2023-10-06,clothing,5,9.39,store,46.95
10192,108,2024-12-17,clothing,1,8.8,web,8.8
10193,19,2024-03-06,home,2,7.89,app,15.78
10194,158,2024-02-19,electronics,3,53.84,app,161.52
10195,196,2024-12-17,toys,4,12.02,web,48.08
10196,44,2024-04-06,electronics,2,92.6,web,185.2
10197,36,2024-01-28,books,4,7.82,web,31.28
10198,111,2023-04-28,electronics,1,14.69,app,14.69
10199,203,2024-02-04,toys,4,5.96,store,23.84
10200,909,2023-09-18,clothing,4,25.17,web,100.68
10201,378,2023-04-14,books,4,13.98,app,55.92
10202,165,2024-02-09,books,5,16.01,web,80.05
10203,230,2023-03-04,toys,5,12.83,app,64.15
10204,231,2024-11-11,books,4,25.67,web,102.68
10205,142,2024-11-07,books,4,28.12,web,112.48
10206,354,2024-06-21,electronics,4,31.97,store,127.88
10207,121,2024-09-29,books,5,7.75,web,38.75
10208,177,2024-09-01,home,5,21.26,app,106.3
10209,374,2024-08-21,clothing,3,11.05,web,33.15
10210,143,2023-04-29,electronics,1,47.6,web,47.6
10211,211,2024-12-27,home,1,20.04,app,20.04
10212,360,2023-07-15,home,2,20.91,store,41.82
10213,136,2023-04-09,toys,3,13.18,app,39.54
10214,397,2024-10-07,electronics,2,8.58,web,17.16
10215,84,2024-07-21,books,3,17.44,app,52.32
10216,283,2024-03-26,home,2,43.81,web,87.62
10217,25,2023-04-20,electronics,5,8.89,app,44.45
10218,222,2023-09-11,books,3,47.27,store,141.81
10219,66,2024-04-20,toys,4,25.93,store,103.72
10220,260,2024-06-07,electronics,3,3.24,app,9.72
10221,255,2024-06-17,clothing,4,7.91,store,31.64
10222,172,2023-07-25,toys,3,102.59,store,307.77
10223,382,2024-05-31,clothing,4,14.92,store,59.68
10224,368,2023-04-19,home,5,7.98,web,39.9
10225,304,2023-08-05,home,4,8.19,web,32.76
10226,297,2023-02-13,home,4,14.75,store,59.0
10227,29,2024-10-11,clothing,5,34.28,web,171.4
10228,134,2023-10-16,electronics,4,12.55,app,50.2
10229,84,2024-03-03,books,1,8.84,app,8.84
10230,161,2023-02-08,home,5,2.68,web,13.4
10231,46,2024-11-01,books,5,7.94,web,39.7
10232,132,2023-11-07,books,3,9.41,web,28.23
10233,236,2023-12-09,clothing,5,21.27,web,106.35
10234,69,2023-10-09,books,1,22.75,store,22.75
10235,44,2023-09-29,home,5,51.99,web,259.95
10236,292,2023-09-03,toys,5,6.35,web,31.75
10237,102,2024-10-22,electronics,1,18.3,web,18.3
10238,198,2023-03-28,electronics,4,18.7,web,74.8
10239,346,2024-08-25,home,5,7.39,app,36.95
10240,157,2023-07-29,electronics,4,34.13,web,136.52
10241,41,2023-04-02,books,2,64.29,web,128.58
10242,324,2024-10-03,books,2,16.76,store,33.52
10243,305,2023-12-05,books,1,11.22,app,11.22
10244,252,2024-10-25,clothing,3,54.33,web,162.99
10245,222,2023-03-26,books,2,23.32,app,46.64
10246,311,2023-03-23,clothing,3,6.22,web,18.66
10247,146,2024-10-02,clothing,1,14.08,web,14.08
10248,136,2023-07-28,electronics,3,12.31,web,36.93
10249,259,2024-01-01,books,2,8.36,app,16.72
10250,69,2023-05-26,electronics,1,8.68,web,8.68
10251,262,2023-08-03,home,5,9.63,app,48.15
10252,358,2024-03-11,electronics,1,31.46,app,31.46
10253,213,2023-03-22,home,4,12.99,web,51.96
10254,35,2024-07-24,home,3,17.62,app,52.86
10255,274,2023-08-25,clothing,3,35.66,app,106.98
10256,359,2024-10-29,toys,2,12.95,store,25.9
10257,82,2023-10-14,books,5,6.28,app,31.4
10258,253,2024-06-20,books,2,35.0,web,70.0
10259,82,2024-12-11,electronics,5,12.13,app,60.65
10260,339,2024-05-03,clothing,2,68.4,web,136.8
10261,105,2024-12-25,books,5,36.85,web,184.25
10262,260,2024-06-16,toys,4,25.11,web,100.44
10263,244,2023-12-22,home,5,19.71,app,98.55
10264,155,2024-12-20,clothing,1,40.37,web,40.37
10265,372,2024-11-01,clothing,5,20.07,app,100.35
10266,372,2024-11-14,books,4,2.89,web,11.56
10267,141,2024-08-13,electronics,1,15.16,web,15.16
10268,144,2023-04-10,books,1,25.98,app,25.98
10269,271,2024-07-23,clothing,3,7.36,store,22.08
10270,118,2023-07-10,electronics,4,130.82,web,523.28
10271,126,2023-08-08,home,2,14.63,app,29.26
10272,9,2024-07-30,toys,5,25.77,app,128.85
10273,39,2024-07-04,books,1,42.01,app,42.01
10274,272,2023-03-25,clothing,2,26.67,web,53.34
10275,133,2024-12-25,books,1,15.1,web,15.1
10276,34,2024-05-27,clothing,5,22.66,app,113.3
10277,384,2024-09-10,home,3,14.09,app,42.27
10278,122,2024-10-25,clothing,1,15.25,web,15.25
10279,87,2024-02-15,clothing,5,6.57,app,32.85
10280,216,2023-09-21,electronics,4,13.35,web,53.4
10281,343,2023-02-01,books,3,6.28,web,18.84
10282,360,2024-06-19,home,3,16.38,app,49.14
10283,126,2023-10-22,toys,4,11.87,web,47.48
10284,307,2023-11-21,clothing,2,24.57,app,49.14
10285,216,2024-05-03,books,2,4.97,web,9.94
10286,246,2023-11-19,clothing,5,7.83,web,
10287,182,2023-05-08,clothing,2,7.88,web,15.76
10288,74,2024-10-02,clothing,4,16.25,web,65.0
10289,339,2023-11-11,books,5,13.52,app,67.6
10290,225,2024-06-18,home,1,39.54,app,39.54
10291,166,2024-06-12,toys,2,17.0,app,34.0
10292,279,2023-07-25,toys,1,16.45,app,16.45
10293,176,2024-10-16,toys,4,7.07,web,28.28
10294,351,2024-12-24,electronics,1,13.05,app,13.05
10295,56,2024-06-06,books,1,5.65,app,5.65
10296,13,2024-09-18,home,5,24.41,web,122.05
10297,235,2024-04-03,clothing,1,31.96,app,31.96
10298,106,2023-09-04,toys,3,4.92,app,14.76
10299,49,2023-07-09,electronics,3,17.04,web,51.12
10300,13,2024-11-22,books,2,15.13,app,30.26
10301,318,2024-05-15,clothing,3,43.09,web,129.27
10302,396,2024-01-06,books,4,7.39,web,29.56
10303,254,2024-09-09,books,1,8.95,app,8.95
10304,319,2024-02-29,clothing,1,20.31,store,20.31
10305,346,2023-12-04,home,4,11.13,app,44.52
10306,333,2023-03-14,books,1,11.61,app,11.61
10307,135,2024-10-15,electronics,1,11.44,web,11.44
10308,1,2023-03-22,home,1,24.98,app,24.98
10309,260,2023-09-26,clothing,4,40.81,store,163.24
10310,391,2024-03-28,clothing,1,15.39,store,15.39
10311,366,2024-04-18,clothing,4,13.24,app,52.96
10312,2,2024-04-30,books,5,27.98,app,139.9
10313,373,2024-09-11,electronics,3,19.4,app,58.2
10314,5,2024-01-25,home,5,18.67,web,93.35
10315,220,2024-10-14,books,3,40.73,app,122.19
10316,352,2024-03-15,toys,5,7.01,app,35.05
10317,172,2023-12-25,toys,1,13.32,web,13.32
10318,283,2023-10-29,books,4,7.5,app,30.0
10319,96,2023-12-20,electronics,3,10.71,store,32.13
10320,901,2023-12-30,home,5,5.93,web,29.65
10321,19,2024-11-23,home,2,12.15,web,24.3
10322,261,2023-05-28,electronics,5,22.11,web,110.55
10323,15,2023-12-24,clothing,2,2.0,app,4.0
10324,18,2023-04-29,books,3,12.67,store,38.01
10325,112,2023-02-03,electronics,1,15.3,app,15.3
10326,7,2023-12-16,books,1,13.19,web,13.19
10327,86,2024-01-06,electronics,4,4.3,app,17.2
10328,64,2023-08-25,books,2,35.32,web,70.64
10329,377,2024-03-29,clothing,5,34.95,app,174.75
10330,18,2023-02-12,books,5,41.05,app,205.25
10331,253,2024-07-05,books,1,10.52,app,10.52
10332,277,2023-11-19,clothing,5,18.88,app,94.4
10333,339,2023-03-28,home,4,9.17,app,36.68
10334,152,2024-11-12,clothing,4,6.97,web,27.88
10335,75,2024-03-09,clothing,3,6.69,web,20.07
10336,51,2023-12-28,books,4,19.31,app,77.24
10337,59,2024-04-03,home,1,32.1,store,
10338,217,2024-02-21,electronics,2,46.02,store,92.04
10339,247,2024-05-21,electronics,3,15.81,store,47.43
10340,326,2024-06-23,electronics,5,9.53,app,47.65
10341,332,2023-08-10,electronics,5,15.22,store,76.1
10342,348,2024-04-28,clothing,3,35.77,app,107.31
10343,66,2024-07-21,toys,5,60.22,web,301.1
10344,308,2023-05-09,clothing,5,42.17,app,210.85
10345,30,2024-08-06,books,3,38.98,app,116.94
10346,364,2023-10-02,home,1,48.87,app,48.87
10347,217,2023-05-08,books,3,17.44,web,52.32
10348,265,2024-06-12,clothing,4,20.6,store,82.4
10349,256,2024-07-25,books,2,38.4,store,76.8
10350,231,2024-02-24,clothing,5,24.83,app,124.15
10351,216,2024-04-07,electronics,2,32.91,web,65.82
10352,381,2023-12-15,toys,5,10.11,web,50.55
10353,144,2023-12-03,books,3,50.34,store,151.02
10354,322,2023-09-17,clothing,3,11.03,app,33.09
10355,150,2024-07-30,electronics,1,40.04,web,40.04
10356,19,2024-01-09,clothing,2,15.31,app,30.62
10357,156,2023-05-01,home,4,10.73,web,42.92
10358,63,2023-07-19,clothing,3,3.34,app,10.02
10359,182,2023-10-09,books,2,13.81,app,27.62
10360,34,2024-07-06,clothing,1,6.06,app,6.06
10361,324,2024-10-17,home,4,7.86,web,31.44
10362,244,2023-05-28,electronics,4,24.71,web,98.84
10363,16,2023-05-12,electronics,4,4.88,store,19.52
10364,267,2024-01-31,clothing,1,44.01,app,44.01
10365,394,2024-11-11,books,5,123.51,web,617.55
10366,27,2023-08-22,electronics,2,11.17,web,22.34
10367,148,2024-04-16,clothing,2,43.1,app,86.2
10368,369,2024-06-20,clothing,2,5.38,store,10.76
10369,14,2023-02-05,books,5,22.65,app,113.25
10370,379,2023-10-14,books,3,21.85,app,65.55
10371,913,2023-05-20,books,4,192.5,store,770.0
10372,161,2024-12-23,electronics,4,12.21,app,48.84
10373,192,2023-03-09,toys,4,23.8,app,95.2
10374,913,2023-05-03,electronics,4,14.19,web,56.76
10375,25,2024-07-25,electronics,3,12.22,web,36.66
10376,132,2023-05-23,home,4,14.72,store,58.88
10377,27,2023-07-28,clothing,2,14.14,store,28.28
10378,308,2024-02-24,home,3,9.91,web,29.73
10379,269,2024-03-05,clothing,1,20.37,app,20.37
10380,357,2024-12-30,home,3,8.03,app,24.09
10381,79,2024-09-18,books,3,11.95,store,35.85
10382,225,2024-09-09,clothing,3,76.49,app,229.47
10383,295,2024-10-24,books,5,14.99,app,74.95
10384,117,2024-02-26,books,3,33.43,app,100.29
10385,367,2024-09-11,electronics,5,15.47,web,77.35
10386,82,2024-06-10,clothing,3,30.41,web,91.23
10387,49,2024-01-18,clothing,1,14.3,store,14.3
10388,116,2024-11-18,electronics,1,2.08,store,2.08
10389,329,2023-05-11,electronics,2,16.04,web,32.08
10390,295,2023-10-27,clothing,4,7.38,app,29.52
10391,368,2023-10-02,clothing,3,12.93,web,38.79
10392,255,2024-02-16,clothing,2,28.52,app,57.04
10393,379,2023-09-23,clothing,3,70.32,web,210.96
10394,225,2023-11-25,clothing,5,5.33,store,26.65
10395,379,2024-12-25,books,1,13.58,app,13.58
10396,359,2024-07-10,clothing,3,16.67,app,50.01
10397,196,2024-08-18,books,4,17.1,web,68.4
10398,3,2023-10-05,clothing,5,17.19,web,85.95
10399,911,2023-09-14,electronics,3,25.81,app,77.43
10400,205,2024-01-27,clothing,5,11.59,web,57.95
10401,306,2023-11-16,clothing,5,14.03,web,70.15
10402,187,2024-05-01,books,1,22.54,store,22.54
10403,150,2023-08-10,toys,2,9.4,app,18.8
10404,148,2023-05-11,electronics,2,10.25,web,20.5
10405,147,2023-11-10,books,5,15.59,store,77.95
10406,239,2024-08-28,clothing,1,10.25,app,
10407,334,2023-03-29,home,5,7.52,app,37.6
10408,235,2023-03-31,electronics,5,6.85,app,34.25
10409,217,2024-09-07,electronics,3,15.88,web,47.64
10410,127,2023-10-25,clothing,1,49.22,web,49.22
10411,191,2024-02-08,books,5,22.51,web,112.55
10412,75,2024-07-21,clothing,3,7.68,web,23.04
10413,308,2024-03-30,home,4,56.75,store,227.0
10414,323,2024-12-11,books,2,11.01,store,22.02
10415,99,2023-06-18,electronics,3,58.54,web,175.62
10416,234,2024-09-01,clothing,2,15.5,store,31.0
10417,118,2023-12-14,clothing,3,20.35,app,61.05
10418,905,2023-04-30,clothing,1,12.27,web,12.27
10419,124,2023-12-21,home,3,12.95,app,38.85
10420,357,2024-01-17,home,2,49.69,app,99.38
10421,289,2023-04-09,electronics,2,14.24,web,28.48
10422,399,2024-01-05,home,5,34.96,web,174.8
10423,297,2023-02-22,clothing,1,17.08,web,17.08
10424,252,2024-05-11,home,5,14.99,app,74.95
10425,190,2024-04-08,clothing,4,27.09,web,108.36
10426,195,2023-04-27,home,2,14.96,app,29.92
10427,1,2024-03-07,home,1,8.76,app,8.76
10428,918,2023-08-06,books,4,8.96,app,35.84
10429,235,2024-04-28,clothing,4,26.13,web,104.52
10430,243,2023-07-16,clothing,1,2.81,web,2.81
10431,75,2024-10-20,clothing,5,22.22,app,111.1
10432,179,2024-01-25,electronics,2,5.21,web,10.42
10433,91,2024-12-30,electronics,3,18.91,web,56.73
10434,91,2023-03-28,books,5,47.98,web,239.9
10435,226,2024-09-10,clothing,4,8.11,store,32.44
10436,100,2023-03-12,clothing,3,25.01,app,75.03
10437,275,2023-02-17,clothing,5,40.42,app,202.1
10438,156,2023-05-30,electronics,2,10.37,app,20.74
10439,156,2023-09-03,home,2,9.8,app,19.6
10440,290,2024-10-21,clothing,4,22.2,web,88.8
10441,277,2024-07-29,home,2,44.7,store,89.4
10442,167,2023-03-25,home,3,102.1,web,306.3
10443,384,2024-10-23,home,3,9.09,web,27.27
10444,136,2023-07-16,clothing,3,27.61,web,82.83
10445,297,2024-10-31,books,5,11.2,web,56.0
10446,328,2023-06-22,clothing,2,6.66,app,13.32
10447,91,2024-05-15,books,4,13.64,web,54.56
10448,196,2024-04-14,toys,3,13.67,app,41.01
10449,9,2024-09-15,clothing,1,17.62,app,17.62
10450,137,2024-04-10,clothing,2,22.99,store,45.98
10451,112,2023-05-24,clothing,3,19.81,web,59.43
10452,319,2024-12-29,clothing,1,43.47,app,43.47
10453,92,2023-11-02,clothing,3,73.89,app,221.67
10454,11,2024-11-22,electronics,5,16.65,web,83.25
10455,10,2023-03-31,books,2,11.09,web,22.18
10456,315,2024-10-27,toys,3,14.02,web,42.06
10457,60,2023-08-23,home,1,13.68,web,13.68
10458,266,2024-12-07,electronics,2,10.25,web,20.5
10459,84,2024-07-28,books,5,4.96,app,24.8
10460,92,2024-12-13,clothing,1,5.59,web,5.59
10461,333,2023-06-11,toys,4,28.42,app,113.68
10462,282,2024-07-01,toys,5,29.96,app,149.8
10463,270,2024-07-04,electronics,4,21.33,web,85.32
10464,383,2024-10-23,books,4,13.55,app,54.2
10465,359,2024-07-22,electronics,1,10.98,store,10.98
10466,350,2023-04-05,electronics,1,5.49,app,5.49
10467,57,2024-10-08,books,1,9.77,app,9.77
10468,69,2023-08-10,clothing,5,9.16,web,45.8
10469,909,2024-12-09,home,1,5.3,web,5.3
10470,238,2024-07-24,electronics,1,19.57,web,19.57
10471,227,2024-07-07,books,4,9.11,app,36.44
10472,209,2024-04-25,clothing,1,16.99,app,16.99
10473,304,2024-05-18,clothing,5,5.04,app,25.2
10474,246,2024-03-03,books,4,26.31,store,105.24
10475,62,2024-08-02,electronics,5,23.18,web,115.9
10476,43,2024-11-07,clothing,4,10.91,app,43.64
10477,125,2023-06-13,books,2,49.34,app,98.68
10478,359,2024-09-06,clothing,4,15.41,web,61.64
10479,166,2024-07-02,toys,2,18.33,app,36.66
10480,360,2024-03-15,books,5,4.71,app,23.55
10481,237,2024-10-29,clothing,3,8.79,store,26.37
10482,384,2024-11-17,home,4,9.77,app,39.08
10483,365,2023-12-15,clothing,1,30.74,app,30.74
10484,156,2023-03-20,books,1,35.55,store,35.55
10485,228,2023-02-16,books,4,10.42,app,41.68
10486,293,2024-04-05,home,5,18.85,web,94.25
10487,19,2023-09-24,books,2,32.64,app,65.28
10488,66,2023-07-07,home,5,12.53,web,62.65
10489,302,2023-04-09,home,5,5.11,web,25.55
10490,378,2023-08-06,home,4,29.04,store,116.16
10491,126,2024-04-14,home,3,23.1,web,69.3
10492,163,2024-08-10,toys,1,20.76,app,20.76
10493,361,2024-09-07,toys,1,35.43,app,35.43
10494,110,2024-05-08,clothing,1,37.84,app,37.84
10495,382,2023-04-05,books,4,27.03,app,108.12
10496,59,2024-06-05,electronics,2,6.44,app,12.88
10497,104,2023-11-27,books,5,4.9,store,24.5
10498,15,2023-05-02,books,4,21.77,app,87.08
10499,39,2024-05-16,home,5,17.33,web,86.65
10500,106,2024-12-01,home,5,18.4,store,92.0
10501,271,2024-10-28,books,1,63.61,app,63.61
10502,83,2024-08-01,home,4,34.26,web,137.04
10503,388,2023-07-05,clothing,3,14.19,store,42.57
10504,144,2024-01-14,clothing,4,9.13,web,36.52
10505,214,2024-02-05,home,1,27.55,web,27.55
10506,275,2023-11-16,home,3,23.81,app,71.43
10507,57,2023-02-13,home,5,13.84,store,69.2
10508,284,2024-03-06,clothing,1,1.84,app,1.84
10509,50,2023-11-01,books,3,7.64,web,22.92
10510,341,2023-09-30,books,2,32.39,app,64.78
10511,202,2023-09-30,clothing,4,5.85,web,23.4
10512,37,2024-07-05,toys,3,26.13,app,78.39
10513,292,2023-06-05,clothing,2,23.45,web,46.9
10514,32,2024-02-19,home,3,7.44,web,22.32
10515,904,2023-05-12,books,2,33.78,store,67.56
10516,188,2024-11-16,books,3,15.43,app,46.29
